Pipe_ID,Start_Node_ID,End_Node_ID,Pipe_Length,Pipe_Capacity,Operation_Cost
2531,18,566,363,455.29737626313334,749.494693905919
2532,566,40,102,422.1720167033701,822.7588111620943
2533,29,567,469,387.14687136866155,434.56405094514315
2534,567,6,265,449.3341929573274,356.2931234372659
2535,24,568,191,412.8389583597491,596.4945621310826
2536,568,35,499,376.7582511813695,866.9802381840457
2537,5,569,979,414.2427819229595,795.3184940080496
2538,569,27,858,315.0404057525605,724.6703870174895
2539,3,570,383,479.300850191799,889.6080292334605
2540,570,12,632,476.9853493689933,646.212241014335
2541,19,571,438,353.82395052760205,781.8798533617476
2542,571,44,804,498.41843740576405,378.21100782887504
2543,25,572,602,378.9550633543366,595.32970997248
2544,572,43,795,382.58223791784263,622.4962522039407
2545,1,573,746,300.4694947734906,446.87992380103555
2546,573,29,637,324.25297867182735,368.25717528272963
2547,20,574,969,429.5674077216453,727.2431953487583
2548,574,32,985,315.9176294744085,864.2382203673266
2549,4,575,166,470.66929952174473,818.0948702776909
2550,575,47,779,333.76672133051403,793.0808755525202
2551,5,576,570,419.3445980212434,502.32122110137163
2552,576,6,772,324.3778424160718,605.8542401405228
2553,29,577,544,371.86779810315744,585.2154406085211
2554,577,23,339,428.2012114641402,840.755524677938
2555,17,578,596,480.8762269331047,881.289864890026
2556,578,44,593,457.9523547469269,698.1012416431543
2557,2,579,775,334.2796624649505,347.38835961973905
2558,579,47,649,478.75483755238895,617.8854342420325
2559,2,580,194,466.31478518209053,390.18637349038124
2560,580,7,583,362.9866454917865,377.38734475629917
2561,4,581,739,419.66121513920376,318.5823620535061
2562,581,29,609,306.5599748553792,552.2012335172994
2563,26,582,392,496.5304822987139,682.2285321021766
2564,582,30,358,481.1698779998611,609.7486939200362
2565,29,583,660,484.3453338903323,754.4814304338618
2566,583,42,688,441.8361407588809,420.20389265786537
2567,29,584,190,389.442748158757,485.837533050798
2568,584,10,368,456.7905036195682,571.9570635155158
2569,22,585,363,467.7243592396113,692.8654507705562
2570,585,22,760,354.8023560771095,488.9046932452412
2571,9,586,293,354.631924073989,425.7115345875193
2572,586,4,954,481.687509574453,362.68819005237486
2573,30,587,565,437.45660088262554,357.4525191980146
2574,587,26,348,380.92900568801986,337.46851871850447
2575,20,588,613,438.70196740926406,323.82672454334835
2576,588,14,871,468.6073893855406,539.2929161544344
2577,12,589,227,454.4480551786553,583.9279121306392
2578,589,31,601,391.2651847644797,836.4548215547073
2579,10,590,890,468.3617418057638,780.8112349621492
2580,590,29,460,346.016898371495,543.6492795358627
2581,5,591,951,345.5265071638785,614.6618075146496
2582,591,6,975,428.4419274005395,447.3789444292887
2583,29,592,572,458.87684501857126,359.3811740452241
2584,592,18,955,471.02188439948804,507.8815722472003
2585,12,593,362,495.94686695477196,460.965612272134
2586,593,50,125,441.0126568410758,570.5919015890063
2587,30,594,328,441.50456379560853,318.70494546715275
2588,594,8,687,327.73050582266075,376.387127248035
2589,25,595,668,492.0532716984133,715.9016161523076
2590,595,13,703,379.52699714655057,501.7876365029733
2591,4,596,232,396.1296056624818,631.097240120501
2592,596,23,423,351.4237007997389,869.1924485417944
2593,27,597,120,493.1306349532824,308.9136735045023
2594,597,7,148,464.0553719537309,425.59308962821024
2595,23,598,453,325.97976090736216,729.2617219659243
2596,598,2,736,366.24166046570434,469.49923597257873
2597,26,599,965,446.0832530039471,619.7258608180484
2598,599,42,192,490.28852777746636,516.8791970991092
2599,28,600,364,447.7602766536379,835.7787550228963
2600,600,36,659,406.0946374395585,549.4645881489444
2601,6,601,173,345.9404630724269,443.8254469454668
2602,601,13,307,346.06856642047023,636.6041018489525
2603,26,602,430,364.03724388081105,848.0668190853539
2604,602,10,736,449.64674329870184,368.0773150239444
2605,20,603,846,461.4691242400737,757.7957617738165
2606,603,25,683,490.87938040669485,846.3858095007273
2607,10,604,214,385.5829380375571,418.4841502114098
2608,604,26,344,436.9546316558397,375.265070670312
2609,22,605,526,303.6120439519921,589.63703248607
2610,605,4,118,448.0606119798168,487.65643645308955
2611,19,606,921,405.96677779241406,473.99243558648516
2612,606,21,750,496.9900632723288,317.3017961530232
2613,31,607,513,325.3872115348353,860.1692267010565
2614,607,36,406,404.0365871464787,640.2772245194237
2615,6,608,616,395.05941476465114,774.3617788618533
2616,608,22,232,362.11540311015744,669.4356320671036
2617,29,609,761,380.82968635541124,825.2227579963399
2618,609,42,672,428.9712086859454,524.3632281622647
2619,17,610,477,322.8876327033696,483.2596596527225
2620,610,47,188,348.32049240800796,703.3203981390673
2621,4,611,971,479.1305839166354,363.3590376156846
2622,611,35,941,473.98591247939873,375.717054615742
2623,14,612,883,414.4109278362763,588.0540853440278
2624,612,25,194,444.3953923597062,862.6449929608932
2625,30,613,714,303.900529522104,783.4228754887222
2626,613,35,448,338.9587605287854,789.620101381241
2627,18,614,381,397.27832561777876,479.07039668865633
2628,614,6,740,347.2015860647424,738.308792415796
2629,21,615,571,318.9536942069188,304.07290441415387
2630,615,43,182,344.76361721128575,504.26464805965105
2631,12,616,516,404.7083187714163,422.8283685570608
2632,616,10,898,474.67829158184384,536.9941623294195
2633,5,617,309,341.4565045099471,526.6780943456469
2634,617,16,811,435.4607918596282,473.7496228024363
2635,24,618,179,313.1784330063945,414.7734940179086
2636,618,35,900,487.3898507817391,526.3511914294172
2637,5,619,445,351.0174444842796,376.22014558393903
2638,619,25,133,474.98788112053427,786.4968680173625
2639,7,620,923,485.3095561501951,838.8743008277272
2640,620,12,500,373.39962945364414,363.67525113894146
2641,19,621,477,495.730816267593,735.9626623991214
2642,621,34,874,349.84075411825745,505.11936105741023
2643,26,622,838,416.3302665346014,885.2703144809708
2644,622,15,185,384.67734981349236,302.7026885881732
2645,24,623,248,405.351857538443,494.55052431118236
2646,623,32,899,350.6505633931432,845.5394258769009
2647,30,624,487,309.83052574494207,303.1885014929172
2648,624,50,725,432.0773676401777,738.2482517290756
2649,30,625,665,436.86573009105336,515.9484217292181
2650,625,37,584,308.1191970604747,534.4517907402025
2651,23,626,991,460.60120609180024,729.6892673254167
2652,626,36,253,320.675601440392,408.39761934144565
2653,7,627,924,365.53099273672314,426.105501140354
2654,627,31,670,451.68073460684064,313.19191322359416
2655,12,628,310,302.7898037383823,694.271303436764
2656,628,20,456,422.2989705438398,717.6188441934682
2657,22,629,733,321.59248962216714,341.7875206489594
2658,629,10,192,404.1310707468223,745.3206054726795
2659,19,630,283,384.48915800617584,538.8523069417386
2660,630,33,364,305.0279451512628,733.7584033431622
2661,6,631,725,459.36963535442464,376.5408908185706
2662,631,42,624,479.50572447537286,568.2963027183981
2663,20,632,661,456.9073037369791,355.9787132860461
2664,632,37,864,467.2768471262451,798.1155378417428
2665,29,633,779,439.6545187061093,424.662377663837
2666,633,45,970,395.8831597254204,608.2223193735333
2667,22,634,658,324.93948942472065,651.7248997143054
2668,634,22,905,498.6308207180321,754.9815703263112
2669,19,635,806,423.29217564575947,891.5535953820106
2670,635,26,752,472.0506572799409,867.4707877445734
2671,28,636,954,376.2830687566713,347.1972349885552
2672,636,44,674,398.9965589424922,378.55875127606646
2673,30,637,379,341.21475598743507,564.7378014550301
2674,637,30,472,465.0616804845965,375.56438462850036
2675,12,638,967,480.7235739597421,366.5968883530864
2676,638,6,680,460.61512846754897,559.0830604715472
2677,18,639,800,392.4913634130296,864.5794727056763
2678,639,11,628,392.52385438674594,771.0431169381077
2679,11,640,915,410.8978228642342,407.87868809704526
2680,640,26,472,475.962087143937,327.05331360323396
2681,6,641,207,474.3970192489914,358.83470913747453
2682,641,14,371,309.8547307165543,811.4633313851239
2683,17,642,879,466.67552488633277,508.81617791323157
2684,642,41,280,394.09466393543136,616.684418135298
2685,25,643,803,468.66059323043226,517.062003463788
2686,643,16,233,425.23481475877895,722.3480556768648
2687,28,644,265,493.5724702326426,817.7826163992866
2688,644,7,825,312.5714974944762,585.6352617011981
2689,31,645,897,421.54196164540093,622.8822406265309
2690,645,50,257,358.75237460547726,466.4080570347776
2691,24,646,326,332.1206292859298,504.41125414488096
2692,646,13,144,417.4265603168402,340.00938021781474
2693,17,647,833,412.4756760768804,702.4960084655612
2694,647,28,291,358.2968273685073,582.2229404309198
2695,14,648,234,453.341047599363,881.7341251339112
2696,648,19,839,335.1200279417035,338.72153030680573
2697,4,649,969,371.5626559405219,465.27474608290214
2698,649,48,802,373.3986534163895,490.20058184058234
2699,23,650,656,469.257467297292,513.819982653034
2700,650,29,599,470.15569806653207,554.3583210177998
2701,18,651,591,375.9919904519505,569.0911368015802
2702,651,44,914,454.4821999254568,756.7652738102474
2703,26,652,407,477.54487957866417,490.9124876738332
2704,652,43,307,449.1784530130965,526.9643362097238
2705,20,653,753,426.0795462549654,844.7236061611444
2706,653,6,734,456.6633780438723,461.0038747647945
2707,27,654,104,300.3158842155824,822.9043280943808
2708,654,13,866,442.55075095251686,327.75491355677036
2709,25,655,131,492.2999358474294,448.0484524004285
2710,655,3,327,304.42689020589944,684.426134836333
2711,15,656,306,354.01169322031114,424.1022663699651
2712,656,41,447,383.2434062064629,407.7955734179472
2713,14,657,836,413.01445660733873,815.2032329576977
2714,657,14,548,457.1333203888912,704.1100720903554
2715,24,658,276,438.96414597434415,564.9283733278983
2716,658,9,539,328.32227012357987,685.7000344894427
2717,3,659,187,491.36293411817553,497.9849371741659
2718,659,23,784,480.29717022014984,462.22994118639383
2719,23,660,881,499.1208403607012,451.5978013027694
2720,660,39,482,404.03614731335193,476.9586814823186
2721,6,661,410,344.02584883950533,469.16213060505504
2722,661,12,503,334.2204956826804,823.9526140150035
2723,29,662,829,404.5145640523619,769.1715701832911
2724,662,39,402,378.38823795768747,594.002550458606
2725,28,663,620,383.9027418675034,489.9010675575722
2726,663,27,271,327.34708054584706,758.4220939004831
2727,9,664,561,486.8506598192722,351.85477946834243
2728,664,40,523,488.2271169700894,820.4862140975836
2729,1,665,855,366.6174262676954,555.9274191660456
2730,665,33,490,304.4544910134448,821.4729685686208
2731,19,666,946,421.74458843564327,856.1930848906773
2732,666,29,734,446.66558174337246,300.2461736635049
2733,21,667,671,483.1886007908105,472.7604564559314
2734,667,21,662,430.3359589756854,727.5608443790359
2735,10,668,138,363.8633760042748,451.32144129559856
2736,668,21,949,352.70143070417134,513.8860025086725
2737,13,669,278,397.82680634318143,776.3059757207168
2738,669,37,745,321.5584494731082,592.5489620380297
2739,8,670,615,378.3351193071098,673.1486527703269
2740,670,25,754,303.606401965046,634.2285517153405
2741,9,671,392,408.26707654025347,494.3373315482275
2742,671,14,423,491.17400865370394,740.4651487385415
2743,1,672,808,325.51529378333856,815.599691834251
2744,672,40,106,367.06580149178706,789.5131534474142
2745,15,673,495,323.10358002139645,881.6167469974656
2746,673,29,462,429.6418354897112,547.9166872816786
2747,14,674,397,435.91036731453676,340.2562395779272
2748,674,4,126,351.3983470621895,698.4916590326893
2749,20,675,418,493.0821398737223,710.3058183872168
2750,675,43,142,408.4066690194404,851.4229662172027
2751,5,676,744,389.6321746738004,464.6475789814091
2752,676,16,652,377.55286570594996,472.12012498967636
2753,2,677,806,499.86325363794253,460.8069003117584
2754,677,18,719,368.90117867881264,336.92582048090213
2755,26,678,693,453.6842142234484,831.0091947283552
2756,678,31,660,460.9283394669354,382.73696544874593
2757,2,679,204,459.508495797332,622.7517157975458
2758,679,3,822,329.0065467499777,742.0830640325994
2759,24,680,770,431.09069129871284,305.20145390707864
2760,680,11,264,313.25803748931,520.0835310840034
2761,1,681,486,300.2711048995898,598.2535856104782
2762,681,26,890,464.6537306229544,827.6381959835306
2763,25,682,419,426.1272381059301,347.71182797789925
2764,682,10,759,373.9286235245043,497.5831877187596
2765,21,683,740,414.3273235948265,841.7259882377975
2766,683,14,683,496.22623914231013,755.4168288307217
2767,29,684,370,428.8052874223888,361.3345026791667
2768,684,43,319,400.5095213444046,809.0506358583066
2769,20,685,671,420.8977964516919,466.2152693217746
2770,685,26,330,386.098716686302,580.3448066453022
2771,10,686,377,478.9195746701944,625.5287173803877
2772,686,45,902,461.7955499227417,780.2185130732072
2773,10,687,574,421.3024450646438,662.5557095921552
2774,687,24,432,383.6261365941862,627.9753875659477
2775,9,688,540,399.2797843354168,483.60058414990044
2776,688,48,810,417.7172194698509,544.6435297149569
2777,21,689,494,453.5933515619611,876.4368529369458
2778,689,44,177,322.41970207015174,564.4594808619248
2779,4,690,547,479.3988156371348,536.8804610777719
2780,690,10,208,397.02638154286694,884.2683005873573
2781,19,691,286,479.76307496126935,858.6722711660104
2782,691,14,621,302.615306834923,403.0205019301854
2783,23,692,634,305.0945383470214,338.16539770590043
2784,692,26,365,402.4879537487768,627.5415355600845
2785,3,693,234,334.07345015630625,599.8234040007932
2786,693,19,255,329.68033929724305,539.3048471681824
2787,23,694,119,499.7798574092344,892.3286728986848
2788,694,48,500,367.3843826153491,651.2915629890214
2789,4,695,633,317.3879121384508,433.77000513465214
2790,695,34,452,385.60387048792876,694.9702700556944
2791,12,696,229,302.4139870601236,611.3624185588542
2792,696,17,189,492.5740988003619,653.682481855948
2793,20,697,431,414.6803251795408,856.7403779172163
2794,697,10,697,364.5957466727616,442.35261819428234
2795,22,698,207,400.8842079430426,746.4296707371467
2796,698,15,185,313.5592791656225,734.1484202639886
2797,2,699,463,357.89957302394396,698.4754435700102
2798,699,35,973,469.31223399225706,338.3198240046143
2799,12,700,608,351.7001135399188,840.399650465177
2800,700,36,948,436.54545955906235,720.4552004638296
2801,12,701,836,488.5205400969494,799.3146913845346
2802,701,49,855,342.7480524122244,694.3912950937636
2803,11,702,112,330.59237412114874,783.8416915479446
2804,702,8,547,495.4850083378843,469.007612684715
2805,14,703,895,389.5990909337736,372.4677134595472
2806,703,13,824,357.510691284185,396.19228282016064
2807,14,704,865,346.6503382532784,740.4441186035268
2808,704,12,931,423.49254958264424,756.3968052141638
2809,5,705,678,486.31299600158366,724.7284171419212
2810,705,44,601,455.45911516781473,799.2568416498689
2811,22,706,557,342.67261360659427,531.03040752217
2812,706,25,403,447.3303750449576,368.1387245865226
2813,30,707,447,350.6414963284715,449.3573926287562
2814,707,43,761,314.02360914939794,315.77863601080116
2815,21,708,657,407.61351014696453,844.5698317351363
2816,708,31,586,398.0892919841951,322.23119621609567
2817,23,709,105,325.274028389401,884.2152809101193
2818,709,9,785,454.5747872763706,503.3819557036928
2819,10,710,321,471.577837049248,485.3165395418779
2820,710,45,640,413.28873701732533,583.0537856345246
2821,21,711,717,446.4475828184575,352.66374847406433
2822,711,32,285,479.1624202797158,334.6729182119185
2823,6,712,861,443.3263873404063,562.3689889467705
2824,712,48,731,327.39332690884714,604.0620244306729
2825,1,713,157,395.3240912621081,758.169179376994
2826,713,40,873,396.15723363594543,895.2095816381014
2827,14,714,555,468.27135426103973,548.9085639363275
2828,714,5,907,331.0686605020034,699.9680319565709
2829,7,715,691,317.4164099182857,321.9122276288243
2830,715,44,388,358.85875479774813,351.8674519040391
2831,15,716,519,362.8088006035288,575.7597297829341
2832,716,39,635,498.5607956372029,376.30947217950654
2833,8,717,826,475.70614984143117,481.10079653573706
2834,717,11,387,365.80114593244656,534.8725624766827
2835,1,718,408,368.60880115860203,546.4202403519258
2836,718,27,265,402.30723884695834,866.1391302941862
2837,7,719,602,358.48836091790315,778.9637979277834
2838,719,49,268,414.6999169870432,812.1779571167742
2839,30,720,224,475.2584697047875,311.4260455645751
2840,720,18,616,486.6226442337306,694.3185969840374
2841,25,721,131,308.9762032945436,852.0682879935772
2842,721,22,112,305.7993488671896,713.8926427972572
2843,12,722,561,324.86906348848214,428.56308558615575
2844,722,19,546,414.8587079417147,673.2176875512055
2845,7,723,862,463.420426600523,816.6052927848082
2846,723,46,625,466.5366447240102,420.4972501049525
2847,28,724,480,438.3693759891936,682.4354987610809
2848,724,13,943,434.30236145620745,302.61574797394826
2849,11,725,349,322.5008266476183,356.9305380885448
2850,725,42,402,374.7132572078161,428.5800433937272
2851,17,726,720,388.5828196083927,320.50535342465247
2852,726,15,115,371.24226345077386,304.3636846164056
2853,6,727,719,385.7678030594781,539.5956878349061
2854,727,4,577,466.35706003703183,888.2824786698427
2855,12,728,330,419.71287003166196,601.705837199452
2856,728,8,945,488.44674389823325,616.33558695029
2857,12,729,997,482.5168435849646,768.3130816542131
2858,729,20,533,421.3439159564464,676.0702902311068
2859,30,730,384,425.7442774051164,632.2369388390168
2860,730,26,661,446.4581134851392,766.1678330355128
2861,14,731,233,343.1279525451698,350.2824954570365
2862,731,31,948,402.81613912385467,797.5090679699506
2863,17,732,112,414.17060510886256,616.242563108075
2864,732,31,926,423.04297931938277,796.8259714645513
2865,6,733,861,418.7221088892829,398.51097843381524
2866,733,23,737,496.01038859529694,536.2315017918226
2867,4,734,202,334.264908890875,700.561028149941
2868,734,50,353,459.389551115045,337.7355734714921
2869,8,735,715,373.29138415063824,753.4747457311814
2870,735,36,799,322.9090599172965,488.63102464047506
2871,23,736,139,353.2316772102353,429.0723582276246
2872,736,5,450,497.41647280119406,634.1283540887795
2873,1,737,563,379.71319232001076,402.0781964301654
2874,737,34,362,454.6948035645536,825.0725954294967
2875,2,738,269,412.39626832527586,428.5532606059106
2876,738,42,954,456.9911230573015,415.2201914168977
2877,27,739,300,430.91323824471965,872.4563489413804
2878,739,25,224,460.7270294307387,618.9604494107361
2879,16,740,777,385.11267314367035,629.6937441070922
2880,740,4,832,421.5418223663854,536.3866973503461
2881,29,741,631,333.6461686407366,716.3072317633598
2882,741,22,176,428.75412162024895,499.6910166550032
2883,11,742,300,429.7390085066071,682.4672272307412
2884,742,11,898,302.2779336177106,717.9043100861335
2885,14,743,534,488.5219420317311,790.7908626463231
2886,743,17,996,428.46393019514886,707.8865349607981
2887,4,744,954,424.988455021479,357.95320949671935
2888,744,21,720,495.54256256509996,364.75473297899634
2889,26,745,579,482.715602280539,615.2162890916989
2890,745,49,220,470.42954956000233,635.511527987909
2891,16,746,596,380.4619067582932,396.9587735748127
2892,746,5,826,452.1359522441932,856.5021307779454
2893,17,747,668,431.8891317431277,848.6745905285647
2894,747,46,553,320.7549417269481,787.7570432363623
2895,14,748,582,431.78855878694856,463.5346492892403
2896,748,28,186,406.7042861961968,360.7591085924458
2897,27,749,156,401.5273445312695,784.7794135564544
2898,749,7,211,385.1111755393435,508.9383838244212
2899,26,750,509,372.77988129906646,799.9645830172547
2900,750,20,205,443.911682653087,364.4719298651319
2901,17,751,761,447.143597355622,427.0300670771794
2902,751,32,363,385.9474017859557,554.8984419859867
2903,16,752,271,432.75967840853366,593.8968363280335
2904,752,21,961,386.47119842935297,895.0196766111376
2905,8,753,237,361.5448378728742,366.9563548600003
2906,753,14,267,415.1099015662206,870.3563795586746
2907,18,754,963,345.67112283576955,432.0658980114981
2908,754,23,710,484.49977926050065,811.5996918610324
2909,31,755,575,447.3992623454045,406.8121945753622
2910,755,6,805,355.2237264886916,858.2199947409177
2911,27,756,876,471.5320794084513,459.74009671068086
2912,756,29,776,321.3770590978121,696.0713417977045
2913,24,757,389,456.83743584641593,757.9711141218954
2914,757,33,476,441.0979097157269,747.5185430191998
2915,13,758,469,449.5486851855221,564.6696984590002
2916,758,45,488,425.0053575620658,812.4098002012719
2917,28,759,451,308.274876493452,527.3322541995632
2918,759,18,376,397.5753211996119,721.2985971889875
2919,15,760,568,474.4212127493162,473.3622099945496
2920,760,23,249,375.6392699056438,645.8433308721801
2921,28,761,450,364.8627327751161,729.6987229065667
2922,761,6,613,486.1058535348037,779.8070481921609
2923,6,762,680,398.61534195751483,459.36567459984894
2924,762,50,192,460.5531342924076,443.3428174005459
2925,16,763,420,424.7777886325941,637.50727148119
2926,763,44,502,428.778788354642,630.3679787910862
2927,15,764,869,379.5457951245445,556.868141848345
2928,764,39,259,378.5901529982706,877.0574870072812
2929,10,765,467,420.2165330786431,725.8828279634231
2930,765,20,820,348.9232548104532,747.6785869431853
2931,23,766,529,353.7114281241282,765.9641038778343
2932,766,33,782,432.19476412993515,493.7406411467406
2933,29,767,126,423.4708501976134,542.9464885619063
2934,767,42,680,306.27231376091765,402.16148227715655
2935,6,768,998,383.97407435645425,604.8982742749049
2936,768,37,224,466.82704768207685,770.7033613777303
2937,10,769,335,426.86587145147587,790.989126992563
2938,769,4,272,362.079619059169,693.6666902869003
2939,15,770,360,363.6509994558842,444.0417918643072
2940,770,34,300,321.64532935310973,859.9862282090032
2941,14,771,139,343.79402542116026,597.9298881610987
2942,771,42,564,406.98081727652885,509.1054898692513
2943,13,772,920,353.1790484054524,563.0639069769152
2944,772,24,639,454.1285054029524,673.0947387542494
2945,20,773,102,409.20998637655316,654.1879033950411
2946,773,48,235,301.7138421621481,328.67982579464956
2947,9,774,514,333.46027599863004,408.7166756815096
2948,774,34,748,444.17864381041954,737.0825673351552
2949,5,775,944,496.8481433603298,799.0548844813482
2950,775,4,839,410.91937710919797,805.9067523917042
2951,25,776,737,341.2047447164169,797.0667231326313
2952,776,48,934,401.1171662368795,547.9220283581153
2953,15,777,903,419.85871326209576,585.8029760966197
2954,777,3,468,315.21694535310144,600.671820495209
2955,30,778,185,458.3813076844474,649.8111884664818
2956,778,5,621,488.3982893767743,338.5915339161501
2957,3,779,387,419.3032001397262,490.891311482496
2958,779,35,950,349.39264483236417,773.9314427711057
2959,12,780,801,406.5423244077971,535.5157190506964
2960,780,13,923,464.54729720868625,570.8446022601414
2961,11,781,879,404.1657461081483,569.0201612589459
2962,781,27,908,324.0680880486104,359.1223603006444
2963,20,782,255,344.7055644603023,333.40368897238534
2964,782,24,718,330.8123305721296,675.0876550400124
2965,28,783,766,437.9928714252725,500.8411959475674
2966,783,13,441,439.72711788639117,722.3615443966985
2967,21,784,593,482.9772300243008,593.5179107883694
2968,784,46,648,339.8761638021254,484.5930524138019
2969,8,785,927,426.707058723234,449.1214463562557
2970,785,29,530,461.438394080432,754.4413189986165
2971,6,786,694,497.9039919001734,457.5434228615742
2972,786,23,832,401.38602321543885,712.4339476114287
2973,15,787,219,462.14413458903493,326.8508603557429
2974,787,11,787,356.02682375507595,387.61014335526494
2975,14,788,149,361.9530628285807,613.130677156487
2976,788,16,538,315.32215285222264,786.3098919518231
2977,4,789,659,408.23761117140486,314.2298161834744
2978,789,6,947,383.5939087173054,865.7476268350539
2979,16,790,417,317.62531390011156,807.7908076685242
2980,790,36,512,422.1893051405306,792.1757763655064
2981,10,791,354,344.3002101707705,607.2140334652556
2982,791,46,354,407.6652744019824,639.0442748880632
2983,15,792,601,480.4491246192463,825.4302219353636
2984,792,38,166,488.6856214530571,359.0967850076419
2985,4,793,516,399.011189130917,807.9206958740431
2986,793,8,347,449.6069478683178,383.3759431493497
2987,26,794,421,446.3552190075345,398.8404053326344
2988,794,43,679,352.97325156271427,509.9170165334871
2989,11,795,612,373.5694362285602,633.1579935647642
2990,795,43,930,373.97772512962496,689.1204954200055
2991,27,796,919,341.9321844223401,830.8049909720099
2992,796,2,104,385.7450283502963,409.4011101469317
2993,17,797,681,468.717389118708,406.95008637477804
2994,797,38,306,439.1355326430678,759.4705756294346
2995,11,798,958,443.29525252843337,531.8962337183482
2996,798,5,320,426.535406968272,885.6083553592765
2997,2,799,169,392.19391844250794,704.4008226419121
2998,799,29,542,468.68555914180985,757.0456238817096
2999,26,800,787,499.6842467847548,751.4414722316803
3000,800,1,156,430.23954241906927,813.7710768280574
3001,16,801,558,369.54756711186315,825.8525661626957
3002,801,1,957,315.6484197160045,772.8713639671314
3003,28,802,798,332.5304436379801,812.6075896696293
3004,802,49,909,404.0165366433168,798.150115668831
3005,6,803,952,338.7987912446794,470.9116059663682
3006,803,19,533,406.26615853463517,783.3484958647402
3007,10,804,195,388.6360150289319,679.6176248421077
3008,804,42,978,315.9712849164513,766.7906555930726
3009,15,805,381,412.8253887523993,692.3588160102722
3010,805,27,309,311.34399071034755,317.6858112746686
3011,19,806,254,497.2895452053473,729.0458204266654
3012,806,7,170,475.31962376700375,847.4910325382211
3013,3,807,592,392.4280946539801,629.4864091448708
3014,807,37,962,347.08144976830533,736.1879228074893
3015,22,808,458,301.6216393772427,305.5515134615414
3016,808,49,615,397.66698260086696,313.5418179440656
3017,10,809,870,358.80067771899064,635.9358609215697
3018,809,17,237,302.51900763388534,357.60416790369163
3019,17,810,967,339.765706057296,605.0435859867762
3020,810,25,409,434.194941897157,752.3626106648544
3021,10,811,746,393.5604824074678,342.52302039292414
3022,811,3,869,352.8808595859291,616.5746741032247
3023,13,812,938,484.87086923876006,629.4499335412338
3024,812,32,404,496.8386783437127,318.2035480909909
3025,28,813,670,424.72556657226323,635.2241967576579
3026,813,20,488,464.57761365870044,413.3221120577126
3027,25,814,796,358.12859386130623,478.49560199560096
3028,814,45,441,445.11364951198965,437.89562507552165
3029,22,815,915,391.26158233163466,531.4875130555736
3030,815,14,378,494.4333247481381,308.56618901149943
3031,12,816,716,412.52651917347765,380.82943852183547
3032,816,14,279,458.5354975589254,832.5374750476099
3033,22,817,249,387.5927927925137,512.9970246230121
3034,817,10,508,465.03858696113804,482.92761443472426
3035,1,818,642,315.170311456471,697.0744282887126
3036,818,36,231,397.4032081032479,787.9092883706767
3037,9,819,129,485.1577098989137,845.5590260732044
3038,819,45,634,363.368988730066,735.0558743919253
3039,16,820,545,333.74032856074916,489.47738670495073
3040,820,43,819,429.10229709573986,537.8137031804849
3041,1,821,364,374.72693041854484,713.2605095754909
3042,821,3,251,332.03928264108856,304.6703821613803
3043,16,822,262,321.27363327704876,349.4094863785713
3044,822,46,298,386.5202651913854,601.9583405404886
3045,4,823,610,359.2127681425172,726.254829832068
3046,823,45,105,466.3980106220695,643.1089973342673
3047,17,824,906,341.95508275582165,344.4652495802329
3048,824,21,779,403.3328519687749,741.6104210192016
3049,16,825,977,485.8041771433602,526.7810133847705
3050,825,38,618,305.084137035905,323.645721174234
3051,3,826,968,312.3283766873647,875.1273640944522
3052,826,48,866,360.94456121059574,793.510681199009
3053,29,827,695,393.8869724308088,732.1937498871359
3054,827,17,601,379.09781523671404,493.4030748485662
3055,12,828,658,487.8217396620481,703.04690428649
3056,828,26,959,392.9024501008155,887.3577882101943
3057,2,829,456,371.49662069837655,737.655656389629
3058,829,45,768,468.9418334151725,551.0300026279629
3059,19,830,686,426.8486181955085,764.68645156559
3060,830,39,403,418.63119910542684,412.0397964584226
3061,7,831,474,457.30873118200947,395.6341594493527
3062,831,5,314,383.2784340283841,570.5444029133726
3063,12,832,907,319.60108297418833,722.3652494531773
3064,832,27,245,361.99602728709397,859.525875651588
3065,5,833,192,428.50636706787327,465.07665442565525
3066,833,42,232,457.2585785192556,829.0335141097563
3067,20,834,619,416.43614722892795,449.28978920293326
3068,834,30,702,368.0549964468062,672.4995796645157
3069,26,835,455,399.23518522022306,794.833898446152
3070,835,50,996,320.4788925586353,336.90344187518315
3071,31,836,783,376.03002839153396,502.3426505015052
3072,836,18,308,350.4538179201692,393.9884270181801
3073,30,837,696,381.08079217018485,502.3319459461356
3074,837,43,312,330.68351588217746,552.6815137454997
3075,28,838,699,402.1478659012434,573.0092630786687
3076,838,24,651,431.96054028006336,567.5683831923443
3077,6,839,467,445.37271320356126,724.7172620725225
3078,839,23,465,482.9503662850806,338.64306960902593
3079,10,840,475,337.4700835324854,845.6764788292627
3080,840,4,906,457.58818413458005,436.70591284590034
3081,7,841,160,371.65789272477645,796.6971642397157
3082,841,4,662,348.7685459932211,391.54453458142723
3083,8,842,468,393.5087699387532,542.5320263359297
3084,842,43,126,496.5376479182651,816.1486865864788
3085,30,843,161,487.7499776559666,733.3867009942246
3086,843,39,479,388.43122762256235,342.9018145989812
3087,16,844,220,448.3206039474417,531.8660105584904
3088,844,35,886,419.0711445020624,823.322717399337
3089,27,845,423,377.0940869399471,394.9444450891576
3090,845,37,421,321.14491208622695,698.8846551481467
3091,23,846,557,339.7833627474449,861.8115346949912
