ID_Tuberia,ID_Nodo_Inicio,ID_Nodo_Final,Longitud_(km),Costo_de_energia,Flujo_Necesario_(m3),Mano_de_obra,Material,Costo_de_Operacion
2247,424,8,37.4,2160.02,1279.83,14614.25,TD,73408.462
2248,23,425,87.2,2505.05,4218.94,11146.23,TP,404949.931
2249,425,16,78.4,2749.31,2033.33,8187.1,TP,187542.392
2250,15,426,60.8,2801.67,3568.81,17655.76,TP,274518.174
2251,426,14,63.3,2448.79,3334.93,11191.92,TD,231456.931
2252,3,427,45.2,2142.46,3355.47,12391.14,TC,182309.326
2253,427,27,47.5,2501.1,4463.99,11106.4,TC,240085.345
2254,7,428,10.9,2930.52,4253.49,11301.9,TP,84329.451
2255,428,35,99.5,2179.6,904.49,17996.09,TP,147964.234
2256,20,429,42.9,2793,1533.89,11668,TP,104767.681
2257,429,26,74.8,2299.37,2740.19,9338.43,TC,228743.971
2258,16,430,60.1,2209.3,2085.96,14949.01,TC,161958.219
2259,430,17,67.5,2399.78,1811.83,9173.64,TP,153136.589
2260,19,431,41.7,2097.21,1411,14820.47,TC,95022.991
2261,431,15,69.9,2439.36,3215.01,14285.92,TD,250026.031
2262,4,432,94.5,2758.71,2230.58,14545.59,TD,236821.464
2263,432,20,94.2,2073.31,1505.9,13224.05,TC,174344.405
2264,18,433,59.2,2671.02,4195.82,18597.89,TP,308717.023
2265,433,20,43,2608.95,4327.12,18414.58,TC,231028.644
2266,9,434,69.2,2624.03,3001.2,9130.1,TC,231306.3
2267,434,35,64.9,2166.73,3139.68,13115.28,TP,246589.33
2268,17,435,67,2434,4250.47,18999.09,TD,317614.034
2269,435,41,46.4,2710.14,2420.81,16935.25,TP,167534.999
2270,30,436,47.6,2584.63,4227.9,18286.74,TC,245892.172
2271,436,46,38.1,2190.57,1725.51,8940.39,TP,95647.71
2272,15,437,45.8,2410.19,4326.47,9936.37,TC,223416.167
2273,437,29,85.4,2937.62,1412.12,18335.75,TP,180373.493
2274,8,438,83.1,2356.44,3281.73,6783.54,TD,285921.867
2275,438,23,25,2536.83,3447.76,12601.29,TD,108892.894
2276,14,439,55,2399.55,2635.95,18859.64,TD,177552.224
2277,439,4,15.7,2503.68,963.12,10752.4,TD,34828.504
2278,26,440,11.1,2217.37,3166.27,9721.27,TP,67498.904
2279,440,15,39.1,2661.1,1168.7,7172.09,TC,64853.077
2280,24,441,86.8,2824.14,2135.51,15759.53,TP,237040.951
2281,441,15,27.6,2284.41,3628.68,18703.82,TP,160417.82
2282,20,442,13.7,2853.04,2001.76,10362.27,TP,62400.189
2283,442,44,39.3,2486.67,4053.98,11967.91,TP,198908.605
2284,18,443,78.7,2927.79,1627.08,9650.32,TC,153174.722
2285,443,40,40.6,2721.07,1507.04,17733.36,TC,104693.622
2286,10,444,59.6,2897.93,1788.79,18293.22,TP,166218.796
2287,444,41,18.3,2448.35,1634.39,8544.29,TP,58844.986
2288,28,445,66.4,2403.37,1127.64,12286.62,TC,105537.892
2289,445,43,71.1,2451.31,1123.28,7498.96,TP,105563.294
2290,12,446,10.2,2852.11,2274.49,14280.6,TP,70321.768
2291,446,28,24.9,2323.12,1538.69,15299.63,TC,75825.65
2292,12,447,14.1,2611.43,2097.55,16864.31,TP,84466.246
2293,447,16,51.2,2660.68,3967.65,14058.4,TD,228297.8
2294,11,448,90.1,2544.85,1449.44,13270.22,TC,163660.9
2295,448,6,34.3,2915.26,2640.85,13070.48,TD,114409.183
2296,10,449,99.2,2335.81,3179.54,9198.85,TC,338903.533
2297,449,7,53.7,2904.37,1500.6,16136.85,TP,133510.825
2298,21,450,83.3,2405.27,3526.06,10871.99,TC,321131.645
2299,450,35,68.9,2668.13,1911.31,16903.25,TP,186757.464
2300,13,451,15.6,2869.78,1099.92,14316.08,TC,52955.516
2301,451,28,78.4,2637.56,1231.08,17455.35,TP,153265.817
2302,15,452,45.8,2222.19,3363.64,9791.96,TP,186631.978
2303,452,6,90.3,2365.68,3369.41,13873.88,TD,328821.611
2304,6,453,15.3,2229.54,2911.51,9143.29,TD,61404.907
2305,453,9,97.4,2512.87,1695.87,13415.54,TP,209278.782
2306,14,454,56.8,2573.96,2079.51,13597.55,TD,142446.208
2307,454,43,88.9,2503.74,1475.89,8230.59,TP,159225.19
2308,26,455,21.8,2771.3,2572.41,17964.93,TD,87593.726
2309,455,46,29,2346.48,4044.58,17693.51,TD,147948.916
2310,29,456,61.7,2377.22,1359.76,18210.16,TC,128157.78
2311,456,29,38.3,2022.44,2093.84,10436.55,TC,106220.577
2312,15,457,45.4,2552.81,3904.33,8538.71,TD,193471.328
2313,457,26,34.5,2365.15,3735.31,16336.86,TP,181877.611
2314,22,458,49.2,2379.21,2877.3,7898.64,TC,162109.242
2315,458,4,58,2152.4,2809.34,15641.89,TP,213583.979
2316,6,459,31.4,2490.72,3576.31,9863.82,TP,145364.696
2317,459,39,31.8,2493.57,1580.91,16708.57,TC,91196.219
2318,19,460,57.1,2741.07,2415.11,15372.27,TP,188297.888
2319,460,19,60.5,2698.16,1847.56,18887.3,TD,144695.22
2320,2,461,65.5,2554.7,1216.12,12951.77,TP,122361.047
2321,461,38,45.4,2739.32,2276.96,9178.38,TC,127223.578
2322,25,462,71.7,2462.54,4184.31,10049.6,TD,318556.927
2323,462,15,44.7,2861.79,2982.91,15540.45,TC,171940.902
2324,26,463,12.3,2534.33,2468.6,16453.17,TP,83902.937
2325,463,42,87.7,2064.76,1270.12,15744.93,TD,138646.172
2326,11,464,97.1,2542.94,2157.94,16684.67,TC,250453.655
2327,464,10,85.6,2577.75,3244.44,13247.1,TP,321367.824
2328,25,465,65.5,2817.81,3377,12207.45,TC,252088.445
2329,465,25,15.3,2225.27,3111.24,14301.16,TP,94160.838
2330,7,466,76.3,2785.28,2395.44,16505.83,TD,211966.68
2331,466,38,12.2,2298.86,4347.19,17542.12,TC,95681.454
2332,26,467,89.2,2224.24,2539.02,10246.43,TD,245099.112
2333,467,1,25.6,2704.76,912.17,11447.64,TD,44372.536
2334,10,468,56.7,2523.26,2950.08,9284.36,TD,184647.772
2335,468,47,61.4,2366.63,1298.5,17120.5,TC,121471.68
2336,11,469,91.6,2030.87,2570.72,17274.57,TD,265148.134
2337,469,13,90.3,2328.12,2717.96,17057.8,TP,300639.088
2338,15,470,45.3,2855.02,1383.09,8432.74,TC,84904.299
2339,470,47,21.3,2027.43,3328.08,17738.47,TP,127904.791
2340,2,471,42.6,2412.56,2045.5,12339.06,TC,117930.698
2341,471,50,24.3,2387.7,1137.88,10688.73,TP,63173.247
2342,1,472,17.7,2471.31,3703.98,13316.91,TD,89338.812
2343,472,26,35.1,2170.84,904.35,7267.52,TC,50628.821
2344,31,473,90.7,2497.52,1635.03,17714.63,TC,191538.39
2345,473,8,92.7,2350.53,2940.6,12005.91,TP,312162.471
2346,5,474,65.8,2220.01,1128.1,12715.12,TC,105693.766
2347,474,25,26.8,2815.64,3916.74,12020.66,TP,145048.318
2348,17,475,20.5,2811.19,2941.81,16121.58,TD,88912.823
2349,475,2,94.5,2475.58,2609.21,11838.91,TD,267988.181
2350,4,476,70.2,2173.54,3093.17,8987.42,TP,247175.076
2351,476,20,50.9,2544.4,2383.03,9714.34,TC,146183.609
2352,4,477,45.7,2523.72,3284.09,8184.02,TD,165701.065
2353,477,33,66.3,2354.01,2178.74,14498.83,TC,180151.781
2354,24,478,90.5,2524.7,1337.79,16809.82,TC,162257.281
2355,478,34,44.8,2907.72,2054.7,12459.78,TD,114893.928
2356,12,479,12.7,2180.08,3534.88,10276.04,TP,78928.78
2357,479,30,64.8,2098.22,1579.16,13431.34,TP,146064.942
2358,26,480,58.4,2375.36,2846.1,7589.09,TD,180730.144
2359,480,32,94.9,2035.56,991.06,15517.62,TP,144191.776
2360,21,481,79.6,2114.96,2398.53,14431.65,TD,216128.588
2361,481,7,59.6,2206.98,2150.8,15743.45,TP,179199.355
2362,31,482,68.2,2296.8,4296.81,15311.05,TC,330554.657
2363,482,17,55.6,2224.08,4153.65,15531.21,TC,268888.803
2364,6,483,57.5,2085.14,3248.19,12976.15,TD,209617.905
2365,483,27,95,2317.14,4011.2,14525.43,TP,428409.973
2366,16,484,51.4,2267.87,2702.4,16049.59,TD,166850.574
2367,484,19,25.9,2018.31,3929.13,9376.87,TD,118785.769
2368,23,485,13.1,2596.95,4295.42,9164,TD,73529.352
2369,485,44,84.5,2075.86,3802.7,18000.24,TP,379204.754
2370,8,486,98.7,2819.3,1642.82,10128.06,TP,196362.62
2371,486,11,58.8,2321.61,2130,18147.81,TC,169305.573
2372,10,487,95.8,2719.98,2385.35,18816,TD,261342.11
2373,487,13,77.3,2970.25,3430.56,12545.14,TP,307042.472
2374,30,488,87.1,2755.42,1420.58,17407.75,TD,154340.338
2375,488,45,59.3,2965.18,2699.28,12542.64,TD,183100.708
2376,23,489,86.5,2163.22,3478.37,11658.2,TC,329856.085
2377,489,33,28.9,2000.74,4035.94,7078.14,TP,140581.64
2378,7,490,74.9,2593.92,2421.06,18113.72,TD,212913.266
2379,490,46,53.1,2699.46,3232.97,18130.45,TD,203378.887
2380,16,491,79.6,2274.81,3854.17,8133.71,TC,327774.275
2381,491,43,27,2504.25,1454.08,13875.8,TC,73678.75
2382,12,492,10.9,2308.3,3976.33,14244.83,TD,68442.025
2383,492,43,49.3,2230.89,1429.27,6731.55,TC,88176.466
2384,23,493,50.5,2848.63,3943.44,8213.81,TD,215134.446
2385,493,45,53.2,2930.82,971.79,14526.71,TD,77872.784
2386,18,494,35.7,2844.76,3267.5,9888.17,TD,135315.582
2387,494,44,29.9,2749.06,1891.06,11855.06,TC,86558.392
2388,5,495,84.6,2806.78,4319.3,9608.9,TD,383593.8
2389,495,4,47.3,2493.97,1541.71,6652.91,TC,90718.546
2390,15,496,28.7,2172.24,4211.46,13585.72,TP,165156.874
2391,496,31,12.6,2367.8,3168.79,7290.31,TD,53959.05
2392,5,497,59.7,2616.97,2116.13,16889.38,TP,181307.009
2393,497,29,60.9,2773.69,1263.8,8510.54,TP,106121.784
2394,18,498,79.8,2901.45,3846.19,15964.7,TC,346546.222
2395,498,23,68.9,2876.72,3248.27,18001.44,TC,268085.835
2396,5,499,96.7,2063.42,2861.24,17726.74,TD,307108.112
2397,499,35,38.3,2248.27,1067.82,15507.78,TD,67958.224
2398,15,500,83.3,2395.95,1018.58,15327.55,TC,122497.029
2399,500,19,55,2212.32,1876.9,15959.31,TD,130976.716
2400,25,501,63.6,2590.27,3327.59,13544.56,TP,256213.13
2401,501,13,69.3,2901.31,4348.88,6911.88,TD,315337.702
2402,7,502,80.7,2595.06,2944.45,7198.94,TP,262528.889
2403,502,31,45,2049.1,4101.03,9470.14,TD,201747.674
2404,1,503,53.8,2921.77,1230.07,7086.84,TC,85399.268
2405,503,41,54.2,2798.9,2348.38,8968.72,TD,144431.048
2406,20,504,21.6,2576.63,985.48,8403.2,TP,49912.918
2407,504,32,87.9,2738.96,4085.3,9833.13,TP,392319.533
2408,24,505,82.3,2217.14,3468.39,10568,TP,320426.437
2409,505,22,12.7,2392.11,2039.41,7199.44,TD,39811.721
2410,18,506,97.6,2132.88,1917.61,6613.8,TP,209794.396
2411,506,5,86.9,2055.63,3255.78,15570.52,TC,320795.108
2412,20,507,77.5,2103.01,2821.08,11532.79,TC,247262.127
2413,507,5,43,2460.99,1536.43,8732.32,TP,95597.672
2414,4,508,52.3,2263.42,2212.73,17897.52,TC,159153.495
2415,508,33,96.9,2647.02,2638.13,9791.7,TC,280802.727
2416,23,509,30.9,2161.26,2691.26,16343.3,TP,135985.424
2417,509,31,99.7,2458.9,2245.86,17007.35,TP,279093.927
2418,9,510,58.2,2388.6,2228.17,16132.21,TP,182077.945
2419,510,42,95.5,2392.79,4254.72,13800.42,TP,451499.852
2420,29,511,24.1,2285.19,1631.04,8913.57,TD,55854.966
2421,511,9,27.7,2147.08,3987.16,11358.42,TP,147802.514
2422,21,512,86,2943.66,2701.8,16845.77,TP,287520.347
2423,512,33,62.7,2643.07,2010.74,14692.23,TD,152224.036
2424,20,513,15,2803.42,3679.26,15457.23,TD,82723.888
2425,513,25,19,2246.19,2641.68,7386.53,TD,64256.558
2426,9,514,44.3,2772.2,3260.17,17010.24,TD,174414.115
2427,514,25,84.8,2137.43,1708.54,11681.29,TD,165711.686
2428,23,515,78.7,2183.76,4374.99,7423.14,TC,363568.695
2429,515,8,39,2044.15,2095.5,12857.35,TC,113340.555
2430,27,516,28.3,2604.03,2218.27,17535.08,TP,119739.819
2431,516,32,46.9,2255.2,3295.17,7336.98,TD,168537.841
2432,7,517,71.8,2888.46,4138.27,6969.94,TP,321623.06
2433,517,11,39.2,2544.63,2395.64,11083.48,TC,121945.722
2434,28,518,44,2437.09,2941.75,7043.71,TD,143144.026
2435,518,14,30.6,2195.78,3573.77,17336.76,TP,165297.098
2436,30,519,21.1,2991.16,3764.33,8353.01,TP,108312.854
2437,519,16,63.6,2923.73,2960.73,9443.4,TD,206335.598
2438,21,520,39.4,2388.52,3003.19,16504.02,TD,147120.638
2439,520,17,12.8,2554.28,3177.74,9192.19,TC,64371.389
2440,27,521,91.9,2806.06,944.41,17367.1,TC,129541.669
2441,521,5,29.2,2223.46,4111.15,14556.2,TC,155748.3
2442,1,522,40.4,2904.88,3267.73,13322.19,TC,165562.209
2443,522,25,16.6,2429.75,3003.22,15834.54,TP,101370.276
2444,18,523,33.9,2929.79,3873.89,17784.56,TP,189386.797
2445,523,18,51.7,2164.71,3945.55,13611.78,TP,248346.163
2446,16,524,18.5,2330.3,2885.88,15657.24,TD,80770.664
2447,524,43,31.1,2045.18,3684.53,10440.27,TD,133338.495
2448,6,525,49.1,2535.98,1814.91,13857.16,TC,123519.529
2449,525,16,17.5,2650.3,1874.29,15222.74,TC,70462.677
2450,25,526,17.7,2986.74,3437.72,9233.15,TD,78607.424
2451,526,41,75.3,2469.89,1795.82,8574.38,TC,157416.21
2452,18,527,63.1,2938.61,3752.99,10199.74,TC,263211.681
2453,527,50,38,2689.02,998.8,10506.44,TC,64808.232
2454,17,528,19.6,2221.29,3936.6,8469.5,TC,98858.5
2455,528,14,97.3,2038.64,3645.76,8831.24,TP,384147.932
2456,13,529,16.6,2921.75,4303.16,13558.79,TD,96048.27
2457,529,41,68.1,2469.15,1581.2,12096.98,TD,129504.038
2458,22,530,42.5,2458.96,3537.21,14065.43,TC,185140.874
2459,530,49,69.1,2721.2,4424.69,14423.96,TC,341642.387
2460,18,531,98.2,2749.57,1147.76,15264.85,TP,162780.637
2461,531,8,87.5,2412.68,2657.81,7518.48,TD,247000.623
2462,21,532,23.4,2451.88,2160.78,15133.09,TC,87820.239
2463,532,7,67,2685.17,3073.44,9589.64,TC,230661.822
2464,17,533,13.4,2580.88,986.15,15674.74,TC,51847.192
2465,533,16,76.7,2448.18,3820.36,11094.06,TD,313220.288
2466,15,534,12.7,2350.2,1443.04,17168.37,TP,73898.755
2467,534,46,35.9,2273.27,2995.48,13256.96,TD,131022.138
2468,26,535,66.3,2240.11,2111.33,9053.51,TC,163044.362
2469,535,13,83.2,2667.81,4093.54,14981.74,TC,377708.34
2470,7,536,58.6,2058.66,3135.96,18927.14,TC,229358.338
2471,536,29,48.2,2199.31,2730.09,18588.39,TC,176542.945
2472,17,537,48.4,2835.48,2609.69,6531.01,TP,149390.607
2473,537,10,25.4,2587.77,1641.58,11475.51,TC,70677.575
2474,4,538,73,2936.61,1767.73,10153.41,TP,163456.471
2475,538,45,94.3,2980.7,3907.47,13777.96,TC,403144.429
2476,13,539,36.1,2215.09,2646.56,17982.82,TP,153502.648
2477,539,23,62.1,2132.88,3652.86,7960.86,TP,253654.152
2478,19,540,30.7,2134.47,4250.64,17081.39,TD,159959.342
2479,540,31,77.8,2864.69,2837.66,9122.54,TD,238230.702
2480,23,541,87.1,2152.79,2061.07,17138.52,TC,221090.583
2481,541,31,97.9,2406.82,3816.26,18524.69,TP,433445.213
2482,2,542,28.8,2154.64,3015.99,13123.89,TP,129699.211
2483,542,19,49.4,2723.69,2103.45,8641.1,TD,120459.88
2484,29,543,60.7,2537.77,3534.72,8231.37,TP,242612.521
2485,543,11,73.6,2871.13,3184.52,13757.4,TC,268893.822
2486,8,544,89.8,2250.37,2288.37,10445.2,TP,240126.116
2487,544,26,97.5,2827.62,2402.69,18651,TD,266931.495
2488,21,545,13.1,2145.55,4495.74,14320.05,TD,83951.824
2489,545,14,19.1,2203.72,2973.53,9870.28,TC,81699.787
2490,26,546,88.4,2268.15,3986.48,10978.68,TD,372238.87
2491,546,41,93.5,2409.75,3001.86,7943.3,TD,295792.94
2492,2,547,61.3,2621.09,958.94,17628.11,TD,89609.088
2493,547,9,18,2816.22,2437.67,15566.37,TD,71600.472
2494,1,548,66.2,2061.95,2082.87,14553.95,TP,185065.189
2495,548,18,95.1,2812.08,4372.93,16465.14,TC,456547.545
2496,16,549,59.5,2886.56,2509.94,8231.29,TP,177744.989
2497,549,7,82.3,2363.07,3210.24,13416.03,TC,297422.691
2498,19,550,83.3,2402.93,4438.96,8800.84,TC,392410.23
2499,550,29,44.2,2160.06,2984.71,14111.51,TC,166540.715
2500,26,551,91,2463.95,3744.8,9682.7,TD,358733.07
2501,551,7,18.2,2027.35,994.45,16561.49,TP,71466.959
2502,6,552,59.8,2965.59,3142.93,18356.62,TC,233133.03
2503,552,47,13.3,2896.69,4492.42,11815.76,TD,81551.092
2504,14,553,15.3,2977.96,3728.18,10987.77,TP,94081.201
2505,553,19,27.1,2302.52,3044.8,17306.26,TD,112506.616
2506,3,554,74.8,2375.53,2593.77,14497.77,TD,219585.958
2507,554,6,22.8,2975.26,1457.14,11008.11,TP,70323.193
2508,30,555,40.3,2617.39,1182.63,7314.77,TD,61981.011
2509,555,41,11.9,2965.02,2049.79,16176.79,TP,77505.57
2510,5,556,13.1,2627.55,982.19,8969.56,TC,36124.227
2511,556,44,85.9,2328.81,3428.13,18767.54,TP,354984.551
2512,17,557,47.5,2536.32,2956.09,18941.82,TC,186516.781
2513,557,31,17.8,2291.38,1842.82,15646.39,TC,71080.273
2514,7,558,67.1,2811.54,4108.98,11900.05,TP,315414.253
2515,558,18,86.7,2994.16,2445.27,8958.78,TD,229333.117
2516,21,559,27.5,2545.06,3133.72,18408.81,TD,118176.456
2517,559,44,68.5,2557.86,1077.26,13310.72,TC,106964.826
2518,20,560,54.2,2867.68,2787.75,17135.23,TC,193374.759
2519,560,47,16.9,2456.26,2406.98,15811.37,TC,79500.373
2520,17,561,86.6,2769.94,3654.84,14801.42,TC,353322.35
2521,561,13,67.6,2070.71,3153.43,8423.59,TP,241355.707
2522,13,562,59.8,2450.72,3569.72,15896.22,TC,252481.282
2523,562,18,57.9,2535.08,1168.67,13438.32,TP,111859.865
2524,10,563,60.3,2256.82,4416.93,7223.51,TP,290990.58
2525,563,19,39.5,2144.58,2519.54,16247.72,TC,139036.166
2526,23,564,83.7,2053.26,1913.77,8785.78,TP,189471.727
2527,564,31,89.5,2669.83,4379,8327.32,TC,413743.166
2528,25,565,58.3,2181.38,1405.77,15947.86,TC,120817.849
2529,565,50,12.8,2689.16,3148.73,10138.72,TP,74422.936
2530,18,566,28.9,2617.44,1763.82,6980.27,TD,64760.27
2531,566,40,38.1,2300.51,1208.5,11684.33,TP,84565.783
2532,29,567,88.1,2284.33,3754.49,10450.25,TD,349775.299
2533,567,6,41,2935.4,3557.26,10076.09,TP,180018.939
2534,24,568,67.1,2722.15,2416.61,16154.41,TP,214955.352
2535,568,35,37.4,2015.8,2664.02,17974.8,TD,130409.828
2536,5,569,71.8,2546.11,2735.41,17199.3,TD,226467.428
2537,569,27,97.1,2310.2,3107.85,13487.62,TP,345894.057
2538,3,570,36.1,2194.06,4468.35,10313.16,TD,180002.551
2539,570,12,34.6,2470.49,1717.67,17964.1,TD,90644.432
2540,19,571,85.7,2029.6,3935.85,18442.59,TC,381749.902
2541,571,44,91.9,2206.59,2225.29,8016.6,TP,231562.201
2542,25,572,35.3,2811.63,1064.17,15070.33,TD,64489.359
2543,572,43,22.2,2149.81,1244.61,11833.4,TC,56996.972
2544,1,573,39.3,2880.2,2189.93,10306.8,TP,120895.529
2545,573,29,99.5,2854.08,1630.86,11920.63,TC,192542.099
2546,20,574,83.7,2155.05,3327.58,7899.66,TD,293312.952
2547,574,32,75.3,2229.13,1105.54,8960.01,TC,106084.315
2548,4,575,67.3,2960.37,1809.13,9034.53,TP,152721.862
2549,575,47,25.9,2778.31,1645.76,17800.06,TD,73883.59
2550,5,576,22.6,2943.01,2390.17,10211.84,TC,80448.084
2551,576,6,54.9,2565.29,2598.94,17572.3,TP,199721.226
2552,29,577,45.1,2918.64,1127.38,17739.29,TC,94563.845
2553,577,23,42.4,2816.31,3516.17,9930.45,TP,182686.313
2554,17,578,28.8,2448.79,3625.64,12951.99,TC,136656.799
2555,578,44,94.2,2671.14,2442.17,14887.57,TD,256543.666
2556,2,579,46,2484.45,1970.95,18027.72,TD,121992.502
2557,579,47,27.7,2054.16,1734.47,15133.94,TP,97014.193
2558,2,580,49.9,2842.95,1775.96,14434.05,TP,136208.909
2559,580,7,96.9,2357.75,3547.65,11210.46,TP,380877.461
2560,4,581,52.5,2555.57,3447.2,12197.05,TC,211586.785
2561,581,29,83.3,2858.27,1841.14,11464.79,TP,191766.081
2562,26,582,13.2,2128.45,3919.99,11162.97,TD,71733.07
2563,582,30,38.9,2343.46,1438.46,9386.06,TP,87396.34
2564,29,583,71.5,2387.61,1161.76,9616.88,TP,115265.778
2565,583,42,32.6,2710.58,1243.8,17943.78,TP,98884.178
2566,29,584,43.5,2291.47,2661.4,9475.18,TC,139855.284
2567,584,10,65.7,2499.25,2899.91,10713.29,TP,226234.536
2568,22,585,38.8,2837.35,2200.83,11596.62,TC,114901.78
2569,585,22,28.6,2271.41,1584.91,17867.87,TC,88695.937
2570,9,586,64.7,2546.08,3578.27,15798.92,TC,270397.665
2571,586,4,98.3,2744.9,3633.27,18085.75,TC,401492.566
2572,30,587,39.5,2182.75,1941.96,10510.37,TP,111472.317
2573,587,26,69.1,2433.73,2100.27,15719.5,TP,196292.837
2574,20,588,60.5,2697.98,3659.26,8942.9,TC,244651.88
2575,588,14,90,2343.31,2859.08,14273.52,TP,303908.422
2576,12,589,48.6,2341.97,1172.91,7701.86,TD,71668.372
2577,589,31,95.1,2492.9,3795.55,8089.01,TC,382054.428
2578,10,590,58,2948.12,4310.64,13485.9,TD,274542.68
2579,590,29,97,2593.75,3961.65,17962.5,TP,442557.55
2580,5,591,23.9,2393.8,3907.17,16463.24,TP,146811.207
2581,591,6,25.9,2701.7,908.82,16383.9,TD,52454.378
2582,29,592,63.5,2531.09,936.89,12659.46,TP,101267.931
2583,592,18,60.9,2126.57,3579.79,13536.71,TD,241794.517
2584,12,593,36.3,2085.66,3505.21,11241.75,TD,147311.583
2585,593,50,24.8,2650.88,4437.81,14893.21,TD,136537.704
2586,30,594,50.2,2164.28,3014.2,6527.24,TP,173711.564
2587,594,8,18.8,2570.24,3027.68,8901.93,TD,73733.712
2588,25,595,42.6,2104.07,1538.67,14509.1,TD,90865.972
2589,595,13,92.5,2762.27,920.21,8934.1,TD,102176.255
2590,4,596,97.4,2362.42,2669.72,12098.06,TP,299897.134
2591,596,23,73.8,2242.99,3393.56,6523.99,TD,263126.102
2592,27,597,50.3,2113.67,4067.88,8641.88,TP,233517.862
2593,597,7,68.8,2404.95,2445.88,11370.92,TD,188874.966
2594,23,598,16.7,2586.88,2903.04,7425.65,TP,74087.163
2595,598,2,64.9,2899.56,4466.39,7838.51,TC,310796.844
2596,26,599,41.8,2345.9,2343.88,12128.19,TD,119725.188
2597,599,42,35.4,2199.68,2036.97,7350.78,TD,86069.666
2598,28,600,50,2282.9,3505.94,13592.68,TP,219717.208
2599,600,36,76.3,2399.52,2059.06,15749.91,TP,208330.519
2600,6,601,41.8,2674.41,2751.67,9413.32,TP,146875.508
2601,601,13,45.8,2603.63,2553.32,9606.3,TD,134915.766
2602,26,602,99.2,2768.72,1455.43,7958.95,TC,165452.961
2603,602,10,11.6,2417.41,2404.25,13484.93,TP,72109.993
2604,20,603,59.9,2422.24,1107.18,16466.78,TP,119789.34
2605,603,25,90.4,2342.75,1450.86,11819.68,TD,152411.982
2606,10,604,72.4,2771.59,3210.75,10145.21,TP,266680.041
2607,604,26,33.9,2330.53,3230.65,6852.09,TP,133091.044
2608,22,605,74.8,2237.59,1311.36,15316.28,TP,147807.786
2609,605,4,35.7,2368.27,3916.52,8657.07,TD,156039.346
2610,19,606,14.3,2435.01,1832.42,14741.3,TD,52224.696
2611,606,21,30.5,2883.62,3087.71,17410.93,TD,124916.263
2612,31,607,79.7,2517.28,2434.13,8376.7,TC,215783.851
2613,607,36,21.7,2767.41,2921.36,7416.81,TD,78027.818
2614,6,608,37.1,2417.17,2024.22,17936.85,TP,133119.967
2615,608,22,53.3,2501.8,4176.57,8481.17,TC,244619.672
2616,29,609,96.9,2101.86,4252.29,9787.26,TC,436659.459
2617,609,42,57.2,2194.06,1089.99,7044.72,TP,86380.12
2618,17,610,33,2981.93,2026.76,12074.2,TP,107295.03
2619,610,47,26.6,2896.3,2091.25,12721.97,TP,97961.657
2620,4,611,65.9,2505.04,3553.56,10177.81,TD,252969.14
2621,611,35,53.5,2985.48,2026.21,12516.75,TP,150189.64
2622,14,612,20.7,2872.01,1030.04,7490.68,TP,47414.946
2623,612,25,46.7,2229.21,3443.18,6657.63,TD,173677.924
2624,30,613,55.8,2731.81,3772.96,13681.04,TP,255674.202
2625,613,35,97.4,2055.68,1537.86,13846.54,TC,183690.286
2626,18,614,19.4,2385.8,1643.79,11188.59,TD,52177.07
2627,614,6,74.1,2068.86,3630.91,10674.6,TD,288198.651
2628,21,615,25,2692.07,3822.4,15386.35,TC,133640.675
2629,615,43,72.3,2272.75,2495.17,18064.73,TD,211577.109
2630,12,616,21.3,2400.9,1643.11,15976.38,TD,62961.351
2631,616,10,85.9,2064.26,1850.71,12344.52,TP,199308.261
2632,5,617,20.1,2751.52,3495.44,15579.64,TC,108843.036
2633,617,16,42.3,2141.43,3408.47,8936.12,TD,160617.503
2634,24,618,76,2168.28,1758.01,15741.45,TC,171982.375
2635,618,35,56.5,2546.11,1921.07,18814.93,TD,141190.453
2636,5,619,55.9,2363.35,1262.57,7160.93,TP,95139.896
2637,619,25,10.4,2547,3458.85,17086.56,TD,65857.536
2638,7,620,46.6,2012.98,1031.51,11719.02,TC,77035.092
2639,620,12,84.2,2285.14,1310.85,7336.36,TD,124396.886
2640,19,621,50.6,2870.9,3084.57,9982.67,TD,174922.414
2641,621,34,29.2,2982.54,3276.9,7071.45,TC,114932.355
2642,26,622,84.3,2702.49,3680.37,8689.14,TP,339894.015
2643,622,15,33.5,2406.86,998.76,9542.31,TP,65446.481
2644,24,623,94.3,2663.11,2133.93,8021.28,TP,228758.677
2645,623,32,36.7,2796.3,1531.04,17859.43,TD,87560.556
2646,30,624,41.5,2931.1,1983.03,6687.45,TC,100607.98
2647,624,50,62.5,2587.4,1796.24,14044.35,TD,137323.36
2648,30,625,39.5,2501.24,2804.5,13560.57,TD,134975.902
2649,625,37,42.3,2376.17,3881.99,10363.14,TP,198710.081
2650,23,626,48.4,2579.97,2080.27,11245.48,TC,129129.642
2651,626,36,92.3,2204.73,1889.5,17030.97,TP,229401.587
2652,7,627,58.2,2545.82,3314.6,8937.52,TC,216011.836
2653,627,31,29.1,2974.38,1636.21,6829.97,TP,71760.998
2654,12,628,32.4,2042.86,3012.82,17917.04,TD,128325.492
2655,628,20,81.1,2798.54,3972.77,14889.09,TC,359235.094
2656,22,629,57.2,2269.03,2464.56,17660.62,TD,171498.854
2657,629,10,98,2276.2,2563.34,14450.6,TP,298280.38
2658,19,630,99.2,2933.62,1353.04,7954.57,TD,149882.5
